,date,volume,open,high,low,close,label,MA-5,MA-10,MA-20,MA-60,RSI-14,MACD,MACD_signal,MACD_hist,MarginPurchaseBuy,MarginPurchaseCashRepayment,MarginPurchaseLimit,MarginPurchaseSell,MarginPurchaseTodayBalance,MarginPurchaseYesterdayBalance,Note,OffsetLoanAndShort,ShortSaleBuy,ShortSaleCashRepayment,ShortSaleLimit,ShortSaleSell,ShortSaleTodayBalance,ShortSaleYesterdayBalance,buy,sell,InternationalCode,ForeignInvestmentRemainingShares,ForeignInvestmentShares,ForeignInvestmentRemainRatio,ForeignInvestmentSharesRatio,ForeignInvestmentUpperLimitRatio,ChineseInvestmentUpperLimitRatio,NumberOfSharesIssued,RecentlyDeclareDate,MarginShortSalesPreviousDayBalance,MarginShortSalesShortSales,MarginShortSalesShortCovering,MarginShortSalesStockRedemption,MarginShortSalesCurrentDayBalance,MarginShortSalesQuota,SBLShortSalesPreviousDayBalance,SBLShortSalesShortSales,SBLShortSalesReturns,SBLShortSalesAdjustments,SBLShortSalesCurrentDayBalance,SBLShortSalesQuota,SBLShortSalesShortCovering
578,2015-04-15,14709861,410.0,411.0,398.5,398.5,2.0,-0.04045268480616424,-0.04516592787827967,-0.06383978387267283,-0.13372703887540305,25.808238358337114,-11.94095204010091,-11.36572702088041,-0.5752250192205004,5192,5,6482575,467,37896,33176, ,255,206,0,6482575,415,1394,1185,21314000,58537399,TW0002330008,5998089144,19931285812,23.13,76.86,100.0,100.0,25929374956,2014-05-20,1185000.0,415000.0,206000.0,0.0,1394000.0,-2107359084.0,64692500.0,886000.0,0.0,0.0,65578500.0,10169471.0,0.0
579,2015-04-16,15694677,401.0,409.5,401.0,409.0,2.0,-0.008965350133268692,-0.0165905265688867,-0.036797173977038564,-0.10834968388925222,35.58668265116254,-11.877736659047628,-11.468128948513854,-0.40960771053377343,953,3,6482575,3929,34917,37896, ,122,244,0,6482575,684,1834,1394,39994000,28038294,TW0002330008,5986840438,19942534518,23.08,76.91,100.0,100.0,25929374956,2014-05-20,1394000.0,684000.0,244000.0,0.0,1834000.0,-2107359084.0,65578500.0,926000.0,0.0,0.0,66504500.0,10345189.0,0.0
580,2015-04-17,8433435,404.0,406.0,400.5,401.0,2.0,-0.018600097895252136,-0.03151793261683374,-0.051785292031213,-0.12301804264625478,32.11379246944947,-12.331026754700474,-11.640708509751178,-0.690318244949296,3153,11,6482575,1832,36227,34917, ,205,960,0,6482575,245,1119,1834,31617073,71450568,TW0002330008,6022525718,19906849238,23.22,76.77,100.0,100.0,25929374956,2014-05-20,1834000.0,245000.0,960000.0,0.0,1119000.0,-2107359084.0,66504500.0,3497000.0,0.0,0.0,70001500.0,10653361.0,0.0
581,2015-04-20,9906188,397.0,401.0,390.0,390.0,1.0,-0.03153712441023091,-0.053053296102950155,-0.0729736154028999,-0.14417379855167872,28.059044994670966,-13.423136923605682,-11.997194192522079,-1.4259427310836035,1048,1,6482575,1487,35787,36227, ,330,171,0,6482575,131,1079,1119,27417387,37104426,TW0002330008,6031519757,19897855199,23.26,76.73,100.0,100.0,25929374956,2014-05-20,1119000.0,131000.0,171000.0,0.0,1079000.0,-2107359084.0,70001500.0,6413000.0,201000.0,0.0,76213500.0,10744975.0,0.0
582,2015-04-21,8698771,391.0,396.5,391.0,391.0,1.0,-0.01734104046242769,-0.04365904365904371,-0.0655992352730314,-0.13892457331620478,28.93747037793732,-14.046036492706833,-12.406962652559029,-1.6390738401478036,1488,31,6482575,673,36571,35787, ,168,48,0,6482575,150,1181,1079,28087601,37013755,TW0002330008,6039449911,19889925045,23.29,76.7,100.0,100.0,25929374956,2014-05-20,1079000.0,150000.0,48000.0,0.0,1181000.0,-2107359084.0,76213500.0,45000.0,72000.0,0.0,76186500.0,10796185.0,0.0
583,2015-04-22,9605766,393.0,404.0,393.0,402.0,2.0,0.008529854490717454,-0.01216365646885364,-0.0351035103510351,-0.1119620043444645,37.91745437976544,-13.496501551202527,-12.624870432287729,-0.8716311189147987,752,2,6482575,1597,35724,36571, ,247,71,0,6482575,214,1324,1181,31457485,31272716,TW0002330008,6040787146,19888587810,23.29,76.7,100.0,100.0,25929374956,2014-05-20,1181000.0,214000.0,71000.0,0.0,1324000.0,-2107359084.0,76186500.0,4395000.0,0.0,0.0,80581500.0,10616761.0,0.0
584,2015-04-23,7141616,404.0,407.5,402.0,403.0,2.0,0.014091595369904437,-0.005061103567460835,-0.027685626394836894,-0.10737028628384744,38.67613055912702,-12.832375867104304,-12.666371519251044,-0.16600434785326001,2001,5,6482575,3914,33806,35724, ,425,311,3,6482575,570,1580,1324,36301300,19025367,TW0002330008,6025165213,19904209743,23.23,76.76,100.0,100.0,25929374956,2014-05-20,1324000.0,570000.0,311000.0,3000.0,1580000.0,-2107359084.0,80581500.0,1157000.0,92000.0,0.0,81646500.0,10623377.0,0.0
585,2015-04-24,15978162,406.0,426.5,406.0,419.0,2.0,0.04488778054862843,0.03507905138339918,0.013852761478434512,-0.06959530726670485,49.342879993711236,-10.889458298456361,-12.310988875092107,1.421530576635746,1294,31,6482575,7389,27680,33806, ,734,65,0,6482575,1561,3076,1580,126965921,40337995,TW0002330008,5936541287,19992833669,22.89,77.1,100.0,100.0,25929374956,2014-05-20,1580000.0,1561000.0,65000.0,0.0,3076000.0,-2107359084.0,81646500.0,2216000.0,0.0,0.0,83862500.0,11180912.0,0.0
586,2015-04-27,7463374,419.0,424.0,410.0,410.5,2.0,0.01333004196494687,0.0163406783857391,-0.003156872268091334,-0.08578003786050997,44.87697252400911,-9.921195721328104,-11.833030244339307,1.911834523011203,2561,1,6482575,901,29339,27680, ,224,224,1,6482575,182,3033,3076,46690000,21111202,TW0002330008,5910911489,20018463467,22.79,77.2,100.0,100.0,25929374956,2014-05-20,3076000.0,182000.0,224000.0,1000.0,3033000.0,-2107359084.0,83862500.0,1424000.0,255000.0,0.0,85031500.0,11352566.0,0.0
587,2015-04-28,10064137,415.0,415.0,398.5,399.0,2.0,-0.018932874354561074,-0.008202833706189438,-0.028724440116845208,-0.10826364703033914,39.64849196245937,-9.966902297978834,-11.459804655067213,1.4929023570883793,1632,5,6482575,1067,29899,29339, ,295,204,1,6482575,77,2905,3033,34695790,21510935,TW0002330008,5897540624,20031834332,22.74,77.25,100.0,100.0,25929374956,2014-05-20,3033000.0,77000.0,204000.0,1000.0,2905000.0,-2107359084.0,85031500.0,245000.0,194000.0,0.0,85082500.0,11331818.0,0.0
588,2015-04-29,5136900,401.0,406.0,400.0,400.5,2.0,-0.014517716535433016,-0.004968944099378882,-0.022992010733670822,-0.10173261312449772,40.620272614756814,-9.769471242101474,-11.121737972474065,1.352266730372591,2297,22,6482575,1683,30491,29899, ,117,810,0,6482575,147,2242,2905,23845000,23662484,TW0002330008,5899476108,20029898848,22.75,77.24,100.0,100.0,25929374956,2014-05-20,2905000.0,147000.0,810000.0,0.0,2242000.0,-2107359084.0,85082500.0,1046000.0,270000.0,0.0,85858500.0,11331668.0,0.0
589,2015-04-30,9247831,395.0,399.5,393.5,395.0,2.0,-0.024209486166007932,-0.015208177511842488,-0.033047735618115054,-0.11076091850517783,38.19194114608101,-9.942202224053972,-10.885830822790046,0.9436285987360744,2217,41,6482575,739,31928,30491, ,291,427,1,6482575,52,1866,2242,28289706,42823289,TW0002330008,5915235691,20014139265,22.81,77.18,100.0,100.0,25929374956,2014-05-20,2242000.0,52000.0,427000.0,1000.0,1866000.0,-2107359084.0,85858500.0,1563000.0,300000.0,0.0,87121500.0,11286419.0,0.0
590,2015-05-04,17071637,371.0,385.0,371.0,380.0,1.0,-0.042821158690176324,-0.047619047619047616,-0.06524813972080433,-0.14053075995174907,32.487705852176504,-11.160812512204132,-10.940827160672864,-0.21998535153126753,552,0,6482575,794,31686,31928, ,198,156,0,6482575,89,1799,1866,23187293,24710421,TW0002330008,5917053829,20012321127,22.81,77.18,100.0,100.0,25929374956,2014-05-20,1866000.0,89000.0,156000.0,0.0,1799000.0,-2107359084.0,87121500.0,1032000.0,243000.0,0.0,87910500.0,11017405.0,0.0
591,2015-05-05,9648170,378.0,383.0,371.0,374.5,1.0,-0.039250897896357134,-0.05774311234117496,-0.07450883479550223,-0.14887975606522602,30.678390044459334,-12.427121854632844,-11.23808609946486,-1.1890357551679838,545,11,6482575,415,31805,31686, ,96,61,1,6482575,78,1815,1799,18910804,24797500,TW0002330008,5923166525,20006208431,22.84,77.15,100.0,100.0,25929374956,2014-05-20,1799000.0,78000.0,61000.0,1000.0,1815000.0,-2107359084.0,87910500.0,3659000.0,0.0,0.0,91569500.0,10912583.0,0.0
592,2015-05-06,8690986,373.0,377.0,368.0,370.0,1.0,-0.036458333333333336,-0.06412039964588345,-0.0798308878388461,-0.1548813217351581,29.243372227803103,-13.636599295514202,-11.717788738674729,-1.9188105568394729,982,1,6482575,591,32195,31805, ,128,106,0,6482575,56,1765,1815,9558000,14288238,TW0002330008,5928977763,20000397193,22.86,77.13,100.0,100.0,25929374956,2014-05-20,1815000.0,56000.0,106000.0,0.0,1765000.0,-2107359084.0,91569500.0,1011000.0,5527000.0,0.0,87053500.0,10780780.0,0.0
593,2015-05-07,9283722,369.0,371.5,366.0,368.5,1.0,-0.024099576271186498,-0.05994897959183673,-0.07753927029225864,-0.15415367547198688,28.76044273998808,-14.548450859788659,-12.283921162897515,-2.2645296968911435,459,20,6482575,560,32074,32195, ,105,174,1,6482575,48,1638,1765,14564873,15971882,TW0002330008,5930605772,19998769184,22.87,77.12,100.0,100.0,25929374956,2014-05-20,1765000.0,48000.0,174000.0,1000.0,1638000.0,-2107359084.0,87053500.0,127000.0,15000.0,0.0,87165500.0,10751041.0,0.0
594,2015-05-08,8515704,369.0,379.5,369.0,376.5,1.0,0.006953730944102762,-0.03300372415564408,-0.05211480362537762,-0.13225521453539738,34.93216067007437,-14.45889352855312,-12.718915636028637,-1.7399778925244824,445,4,6482575,2199,30316,32074, ,297,85,0,6482575,49,1602,1638,13758224,13908282,TW0002330008,5932095830,19997279126,22.87,77.12,100.0,100.0,25929374956,2014-05-20,1638000.0,49000.0,85000.0,0.0,1602000.0,-2107359084.0,87165500.0,225000.0,0.0,0.0,87390500.0,10629893.0,0.0
595,2015-05-11,6205690,382.0,382.0,370.0,370.0,1.0,-0.005108900242000477,-0.037586162049681335,-0.062401013620525816,-0.14353503983333654,32.470743934485405,-14.74247233139073,-13.123626975101056,-1.6188453562896736,588,0,6482575,1283,29621,30316, ,117,34,0,6482575,212,1780,1602,15863000,11860999,TW0002330008,5927705829,20001669127,22.86,77.13,100.0,100.0,25929374956,2014-05-20,1602000.0,212000.0,34000.0,0.0,1780000.0,-2107359084.0,87390500.0,166000.0,90000.0,0.0,87466500.0,10431639.0,0.0
596,2015-05-12,5826967,373.0,375.0,371.0,371.5,1.0,0.0005386479935361935,-0.02378136907108136,-0.05283956912486461,-0.13628085403185183,33.632928071024054,-14.67698595376902,-13.434298770834648,-1.2426871829343717,829,18,6482575,532,29900,29621, ,129,167,0,6482575,158,1771,1780,21106175,21597345,TW0002330008,5928698999,20000675957,22.86,77.13,100.0,100.0,25929374956,2014-05-20,1780000.0,158000.0,167000.0,0.0,1771000.0,-2107359084.0,87466500.0,320000.0,4314000.0,0.0,83472500.0,9512446.0,0.0
597,2015-05-13,15217590,379.0,397.5,376.0,397.5,0.0,0.05493630573248404,0.04495268138801268,0.015714833269451837,-0.07268803825890867,49.76966797435274,-12.384345789492556,-13.224308174566229,0.8399623850736724,594,0,6482575,977,29517,29900, ,78,46,1,6482575,39,1763,1771,15943227,12942722,TW0002330008,5926176494,20003198462,22.85,77.14,100.0,100.0,25929374956,2014-05-20,1771000.0,39000.0,46000.0,1000.0,1763000.0,-2107359084.0,83472500.0,2408000.0,0.0,0.0,85880500.0,8889230.0,0.0
598,2015-05-14,12642614,397.5,402.0,393.0,393.0,0.0,0.029604401362326466,0.035163966811537,0.004922329476443167,-0.07989464442493416,47.61191064373727,-10.805959953783145,-12.740638530409612,1.9346785766264674,2237,1,6482595,504,31249,29517, ,188,170,0,6482595,37,1630,1763,28213000,32439333,TW0002330008,5930664827,19998710129,22.87,77.12,100.0,100.0,25929374956,2014-05-20,1763000.0,37000.0,170000.0,0.0,1630000.0,-2107339478.0,85880500.0,709000.0,0.0,0.0,86589500.0,8722499.0,0.0
599,2015-05-15,5322980,398.0,403.0,390.0,390.0,1.0,0.014568158168574461,0.028616642489779832,-0.0003204101249599487,-0.08373631967421732,46.174652053274556,-9.685504271061689,-12.129611678540027,2.444107407478338,693,6,6482595,510,31426,31249, ,202,94,0,6482595,111,1647,1630,16416260,15852392,TW0002330008,5928504959,20000869997,22.86,77.13,100.0,100.0,25929374956,2014-05-20,1630000.0,111000.0,94000.0,0.0,1647000.0,-2107339478.0,86589500.0,380000.0,0.0,0.0,86969500.0,8508587.0,0.0
600,2015-05-18,7039727,390.0,399.5,388.0,391.5,1.0,0.007203498842294858,0.029450433867998917,0.004747850635185481,-0.07672352802452644,47.03556323622736,-8.577620140484385,-11.419213370928897,2.841593230444513,533,0,6482595,317,31642,31426, ,98,155,0,6482595,175,1667,1647,19289000,21071000,TW0002330008,5930578639,19998796317,22.87,77.12,100.0,100.0,25929374956,2014-05-20,1647000.0,175000.0,155000.0,0.0,1667000.0,-2107339478.0,86969500.0,424000.0,500.0,0.0,87393000.0,8422961.0,0.0
601,2015-05-19,6497333,392.0,395.0,388.0,392.0,1.0,-0.002036659877800436,0.026043711556079017,0.005772931366260423,-0.07328605200945626,47.33792917360953,-7.571983056522299,-10.649767308047577,3.0777842515252782,959,8,6482595,439,32154,31642, ,250,159,0,6482595,48,1556,1667,16701224,19256196,TW0002330008,5930484676,19999895782,22.87,77.12,100.0,100.0,25930380458,2015-05-19,1667000.0,48000.0,159000.0,0.0,1556000.0,-2107339478.0,87393000.0,892000.0,0.0,0.0,88285000.0,8250608.0,0.0
602,2015-05-20,8336776,395.0,401.5,395.0,399.5,1.0,0.016022380467955268,0.03766233766233766,0.02389953226116483,-0.053523128862213915,51.78436791531753,-6.099509750779646,-9.739715796593991,3.6402060458143453,766,10,6482595,1337,31573,32154, ,26,113,0,6482595,22,1465,1556,20908507,21880300,TW0002330008,5930318469,20000061989,22.87,77.12,100.0,100.0,25930380458,2015-05-19,1556000.0,22000.0,113000.0,0.0,1465000.0,-2107339478.0,88285000.0,201000.0,0.0,0.0,88486000.0,8197829.0,0.0
603,2015-05-21,7315313,396.5,403.5,396.0,400.0,1.0,0.01368474404460207,0.03052943449697288,0.025443824905466927,-0.05016325319085782,52.074884528716126,-4.836466451399701,-8.759065927555133,3.9225994761554315,935,6,6482595,667,31835,31573, ,113,211,0,6482595,90,1344,1465,24651100,32736382,TW0002330008,5936913751,19993466707,22.89,77.1,100.0,100.0,25930380458,2015-05-19,1465000.0,90000.0,211000.0,0.0,1344000.0,-2107339478.0,88486000.0,384000.0,1633000.0,0.0,87237000.0,8143246.0,0.0
604,2015-05-22,8993585,405.0,412.0,403.0,410.0,0.0,0.028600100351229243,0.04725415070242656,0.05013767048728946,-0.02452564585522534,57.58002264977614,-2.9940653883368213,-7.60606581971147,4.612000431374649,621,152,6482595,481,31823,31835, ,174,23,0,6482595,38,1359,1344,8193000,17629901,TW0002330008,5943617652,19986762806,22.92,77.07,100.0,100.0,25930380458,2015-05-19,1344000.0,38000.0,23000.0,0.0,1359000.0,-2107339478.0,87237000.0,662000.0,0.0,0.0,87899000.0,7975651.0,0.0
605,2015-05-25,6774725,405.5,409.0,396.5,397.5,1.0,-0.005752876438219138,0.008243500317057704,0.02093232310260685,-0.05153901216893348,49.86871660452709,-2.5136193658420893,-6.5875765289375945,4.073957163095505,655,0,6482595,1070,31408,31823, ,330,21,0,6482595,70,1408,1359,9265000,8638000,TW0002330008,5943311652,19987068806,22.92,77.07,100.0,100.0,25930380458,2015-05-19,1359000.0,70000.0,21000.0,0.0,1408000.0,-2107339478.0,87899000.0,30000.0,0.0,0.0,87929000.0,7858415.0,0.0
606,2015-05-26,3161817,401.0,403.0,398.0,399.5,1.0,-0.0044854223772738885,0.006170507492759069,0.02752057613168721,-0.04395341416719849,50.99945384305927,-1.9490121474677267,-5.659863652643621,3.710851505175894,459,1,6482595,971,30895,31408, ,124,31,0,6482595,53,1430,1408,11356849,10587264,TW0002330008,5941556061,19988824397,22.91,77.08,100.0,100.0,25930380458,2015-05-19,1408000.0,53000.0,31000.0,0.0,1430000.0,-2107339478.0,87929000.0,969000.0,0.0,0.0,88898000.0,7789365.0,0.0
607,2015-05-27,4852855,399.5,403.0,399.5,400.0,1.0,-0.0034877927254608303,0.0067958721369242095,0.028674296001028613,-0.03996159846393851,51.29522045468514,-1.4445590601661706,-4.816802734148131,3.37224367398196,1852,12,6482595,257,32478,30895, ,156,70,0,6482595,32,1392,1430,10317758,21870057,TW0002330008,5952291360,19978089098,22.95,77.04,100.0,100.0,25930380458,2015-05-19,1430000.0,32000.0,70000.0,0.0,1392000.0,-2107339478.0,88898000.0,1252000.0,3850000.0,0.0,86300000.0,7673070.0,0.0
608,2015-05-28,9060437,410.0,412.0,406.0,409.0,1.0,0.014384920634920664,0.02531962897969422,0.050671119388607085,-0.0156832858689984,56.397001014149986,-0.3149213529052304,-3.9164264578995507,3.6015051049943203,600,11,6482595,1201,31866,32478, ,195,71,1,6482595,353,1673,1392,28990894,28070365,TW0002330008,5949810831,19980569627,22.94,77.05,100.0,100.0,25930380458,2015-05-19,1392000.0,353000.0,71000.0,1000.0,1673000.0,-2107339478.0,86300000.0,1055000.0,0.0,0.0,87355000.0,7440257.0,0.0
609,2015-05-29,11101774,410.0,414.5,410.0,414.5,0.0,0.02573620390992323,0.03276442008222244,0.06213965406790519,0.00012064181445291681,59.20902573528599,1.0124577209077756,-2.9306496221380853,3.943107343045861,1225,17,6482595,480,32594,31866, ,62,66,0,6482595,16,1623,1673,54107254,59431367,TW0002330008,5953318944,19977061514,22.95,77.04,100.0,100.0,25930380458,2015-05-19,1673000.0,16000.0,66000.0,0.0,1623000.0,-2107339478.0,87355000.0,3166000.0,0.0,0.0,90521000.0,7483061.0,0.0
610,2015-06-01,5005790,418.0,418.0,407.0,410.0,0.0,0.008362026561731375,0.016865079365079395,0.04658583280153159,-0.008124508598270302,56.02539833248673,1.6819147420329728,-2.0081367493038735,3.6900514913368463,912,2,6482595,770,32734,32594, ,157,237,0,6482595,41,1427,1623,10496200,27910000,TW0002330008,5971849744,19958530714,23.03,76.96,100.0,100.0,25930380458,2015-05-19,1623000.0,41000.0,237000.0,0.0,1427000.0,-2107339478.0,90521000.0,62000.0,8188000.0,0.0,82395000.0,7167323.0,0.0
611,2015-06-02,5387990,412.5,414.5,408.0,410.0,0.0,0.0031808172253486944,0.012345679012345678,0.041865192808589094,-0.00549805950840876,56.02539833248673,2.1872509865951315,-1.1690592021240724,3.356310188719204,911,10,6482595,1016,32619,32734, ,142,106,0,6482595,92,1413,1427,17519974,28113000,TW0002330008,5977696776,19952683682,23.05,76.94,100.0,100.0,25930380458,2015-05-19,1427000.0,92000.0,106000.0,0.0,1413000.0,-2107339478.0,82395000.0,612000.0,2023000.0,0.0,80984000.0,7099587.0,0.0
612,2015-06-03,3685893,411.0,415.5,409.5,410.0,0.0,-0.0017044071098124877,0.009727866026351407,0.036596928133493516,-0.003059715102024257,56.02539833248673,2.5582437595529655,-0.4235986097886648,2.9818423693416305,608,9,6482595,1053,32165,32619, ,102,46,0,6482595,40,1407,1413,20804000,25770009,TW0002330008,5982928785,19947451673,23.07,76.92,100.0,100.0,25930380458,2015-05-19,1413000.0,40000.0,46000.0,0.0,1407000.0,-2107339478.0,80984000.0,239000.0,579000.0,0.0,80644000.0,7028134.0,0.0
613,2015-06-04,6034214,410.0,410.0,403.0,403.0,1.0,-0.015873015873015872,-0.008244124523194346,0.0144745122718691,-0.01781180819302558,50.72624362568501,2.261349279567753,0.11339096808261884,2.147958311485134,2364,12,6482595,2408,32109,32165, ,136,319,1,6482595,256,1343,1407,27839000,51634713,TW0002330008,5995432850,19934947608,23.12,76.87,100.0,100.0,25930380458,2015-05-19,1407000.0,256000.0,319000.0,1000.0,1343000.0,-2107339478.0,80644000.0,517000.0,1030000.0,0.0,80131000.0,7172676.0,0.0
614,2015-06-05,5625960,402.0,403.5,398.0,400.5,1.0,-0.015244652077698522,-0.012086827824370936,0.005144936629439105,-0.021539964982287545,48.94565955854775,1.8035390826611888,0.45142059099833287,1.352118491662856,1423,3,6482595,1611,31918,32109, ,236,183,0,6482595,174,1334,1343,17340522,31867553,TW0002330008,6008823881,19921556577,23.17,76.82,100.0,100.0,25930380458,2015-05-19,1343000.0,174000.0,183000.0,0.0,1334000.0,-2107339478.0,80131000.0,1266000.0,0.0,1030000.0,82427000.0,7139309.0,0.0
615,2015-06-08,3259803,400.0,403.0,396.0,400.5,1.0,-0.010622529644268802,-0.012817352723687427,0.0013125820363772166,-0.019423814576022207,48.94565955854776,1.4243027280174374,0.6459970184021537,0.7783057096152837,1074,41,6482595,764,32187,31918, ,73,71,0,6482595,128,1391,1334,12577000,42141642,TW0002330008,6037596523,19892783935,23.28,76.71,100.0,100.0,25930380458,2015-05-19,1334000.0,128000.0,71000.0,0.0,1391000.0,-2107339478.0,82427000.0,1035000.0,0.0,0.0,83462000.0,6540503.0,0.0
616,2015-06-09,3635199,402.0,409.0,401.0,401.5,1.0,-0.003969238402381599,-0.010840108401083955,6.227037798113771e-05,-0.014885090373762974,49.76370372299787,1.19072093759263,0.754941802240249,0.435779135352381,1060,15,6482595,926,32306,32187, ,77,447,0,6482595,141,1085,1391,16474557,25541048,TW0002330008,6046851334,19883529124,23.31,76.68,100.0,100.0,25930380458,2015-05-19,1391000.0,141000.0,447000.0,0.0,1085000.0,-2107339478.0,83462000.0,254000.0,2286000.0,0.0,81430000.0,6364176.0,0.0
617,2015-06-10,4823210,405.0,409.0,403.0,403.5,1.0,0.0042309606769536795,-0.00676923076923077,0.004293447825275397,-0.008173047379094177,51.43957716860218,1.1536899515037362,0.8346914320929464,0.3189985194107898,1484,0,6482595,940,32850,32306, ,170,165,0,6482595,342,1262,1085,15997770,30441000,TW0002330008,6063756740,19866623718,23.38,76.61,100.0,100.0,25930380458,2015-05-19,1085000.0,342000.0,165000.0,0.0,1262000.0,-2107339478.0,81430000.0,200000.0,0.0,0.0,81630000.0,6323827.0,0.0
618,2015-06-11,4208503,404.5,407.0,401.0,403.5,1.0,0.003981089823339196,-0.0054227261523292795,0.0029828486204324847,-0.00701365817644893,51.43957716860218,1.1115296068301177,0.8900590670403806,0.22147053978973708,993,6,6482595,2341,31496,32850, ,186,323,2,6482595,390,1327,1262,29899300,31219400,TW0002330008,6065122975,19865257483,23.39,76.6,100.0,100.0,25930380458,2015-05-19,1262000.0,390000.0,323000.0,2000.0,1327000.0,-2107339478.0,81630000.0,4381000.0,0.0,0.0,86011000.0,6383931.0,0.0
619,2015-06-12,7337236,406.5,418.0,404.5,416.0,2.0,0.027160493827160494,0.025009239866945858,0.03072348860257675,0.024336192391348935,60.89542650925218,2.062981990839887,1.124643651800282,0.9383383390396052,295,8,6482595,1643,30140,31496, ,59,54,0,6482595,136,1409,1327,17606462,27730342,TW0002330008,6086443268,19843937190,23.47,76.52,100.0,100.0,25930380458,2015-05-19,1327000.0,136000.0,54000.0,0.0,1409000.0,-2107339478.0,86011000.0,6380000.0,0.0,0.0,92391000.0,6292335.0,0.0
620,2015-06-15,5757976,418.0,419.5,407.5,409.0,1.0,0.005655274157855942,0.008009858287122612,0.011187341615674582,0.008196216182905006,54.495810569903014,2.2265075681598887,1.3450164350722034,0.8814911330876853,352,4,6482595,675,29813,30140, ,60,233,0,6482595,51,1227,1409,10602000,20207000,TW0002330008,6119440628,19810939830,23.59,76.4,100.0,100.0,25930380458,2015-05-19,1409000.0,51000.0,233000.0,0.0,1227000.0,-2107339478.0,92391000.0,2563000.0,0.0,0.0,94954000.0,6245050.0,0.0
621,2015-06-16,4689682,411.5,416.5,411.0,412.5,2.0,0.008804108584005925,0.01600985221674877,0.01726263871763255,0.01772276820592953,56.932889830231346,2.6084548715512597,1.5977041223680146,1.010750749183245,586,7,6482595,439,29953,29813, ,92,372,1,6482595,35,889,1227,14711254,25413649,TW0002330008,6131112023,19799268435,23.64,76.35,100.0,100.0,25930380458,2015-05-19,1227000.0,35000.0,372000.0,1000.0,889000.0,-2107339478.0,94954000.0,3733000.0,0.0,0.0,98687000.0,6251098.0,0.0
622,2015-06-17,9588767,415.5,425.0,413.0,424.5,2.0,0.02759622367465499,0.04184562523008961,0.04363859864781807,0.047824745448935516,64.04331816359826,3.835240310145025,2.0452113599234165,1.7900289502216085,442,0,6482595,547,29848,29953, ,103,87,0,6482595,41,843,889,22280000,27840782,TW0002330008,6139627265,19790753193,23.67,76.32,100.0,100.0,25930380458,2015-05-19,889000.0,41000.0,87000.0,0.0,843000.0,-2107339478.0,98687000.0,362000.0,0.0,0.0,99049000.0,6336773.0,0.0
623,2015-06-18,4941599,423.0,424.5,420.0,422.5,2.0,0.013432477812425098,0.03199804592085985,0.035856573705179286,0.04357491303542387,62.20010904097693,4.593146390978916,2.5547983661345164,2.0383480248443995,589,256,6482595,293,29888,29848, ,42,227,0,6482595,3,619,843,17153719,26544653,TW0002330008,6150638199,19779742259,23.71,76.28,100.0,100.0,25930380458,2015-05-19,843000.0,3000.0,227000.0,0.0,619000.0,-2107339478.0,99049000.0,953000.0,296000.0,0.0,99706000.0,6381567.0,0.0
624,2015-06-22,8138620,425.0,436.0,425.0,434.0,2.0,0.03210463733650416,0.0514839491217444,0.0609301472835055,0.07250973043102199,67.91776399653673,6.051982820225135,3.25423525695264,2.7977475632724946,862,5,6482595,943,29802,29888,X ,114,278,0,6482595,6,347,619,17195639,24639990,TW0002330008,6181890895,19748489563,23.84,76.15,100.0,100.0,25930380458,2015-05-19,619000.0,6000.0,278000.0,0.0,347000.0,-2107339478.0,99706000.0,2300000.0,279000.0,0.0,101727000.0,6445321.0,0.0
625,2015-06-23,6771655,437.5,439.5,426.0,426.0,2.0,0.004953998584571887,0.025764507584878374,0.037758830694275276,0.05347758887171561,61.0047436824911,6.4878007312274235,3.900948351807597,2.5868523794198266,713,14,6482595,2253,28248,29802,X ,0,324,10,6482595,0,13,347,25845000,23601990,TW0002330008,6204842524,19725537934,23.92,76.07,100.0,100.0,25930380458,2015-05-19,347000.0,0.0,324000.0,10000.0,13000.0,-2107339478.0,101727000.0,2299000.0,104000.0,0.0,103922000.0,6561365.0,0.0
626,2015-06-24,5274114,425.0,425.5,420.5,421.5,2.0,-0.009866102889358677,0.010064701653486673,0.02405247813411073,0.04314469559478635,57.461748969859705,6.396344100460226,4.400027501538123,1.9963165989221032,219,30,6482595,492,27945,28248,X ,0,0,13,6482595,0,0,13,15420213,13939317,TW0002330008,6236711420,19693669038,24.05,75.94,100.0,100.0,25930380458,2015-05-19,13000.0,0.0,0.0,13000.0,0.0,-2107339478.0,103922000.0,1325000.0,714000.0,0.0,104533000.0,6535884.0,0.0
627,2015-06-25,5948649,422.0,432.5,422.0,432.5,2.0,0.0121694359934472,0.029271775345073803,0.04664529009619451,0.0697722353911161,63.102857843532824,7.129290112247077,4.945880023679914,2.183410088567163,614,26,6482595,2813,25720,27945,X ,0,0,0,6482595,0,0,0,38941747,19768000,TW0002330008,6242673289,19687707169,24.07,75.92,100.0,100.0,25930380458,2015-05-19,0.0,0.0,0.0,0.0,0.0,-2107339478.0,104533000.0,4058000.0,0.0,0.0,108591000.0,6710107.0,0.0
